matlab_mouse_index,python_index,session_file,session_id,lag,block_a_pv_correlation,block_b_pv_correlation,mean_block_pv_correlation
48,47,session_816200189.mat,816200189,17,0.8719264626528423,0.831221766497629,0.8515741145752357
48,47,session_816200189.mat,816200189,18,0.8743336346303585,0.8359021976624064,0.8551179161463824
48,47,session_816200189.mat,816200189,19,0.8738214576652079,0.8358083229330874,0.8548148902991477
48,47,session_816200189.mat,816200189,20,0.8689446180017996,0.82925455844084,0.8490995882213197
48,47,session_816200189.mat,816200189,21,0.867915590505119,0.8319187726885829,0.8499171815968509
48,47,session_816200189.mat,816200189,22,0.8705891122320066,0.8265513703923515,0.8485702413121791
48,47,session_816200189.mat,816200189,23,0.8704791244910639,0.8192868462787087,0.8448829853848863
48,47,session_816200189.mat,816200189,24,0.8752789405662389,0.8151620070674523,0.8452204738168456
48,47,session_816200189.mat,816200189,25,0.8759061041888307,0.8243251681855206,0.8501156361871757
48,47,session_816200189.mat,816200189,26,0.8680908242131873,0.8238216672872045,0.8459562457501959
48,47,session_816200189.mat,816200189,27,0.8712838720447248,0.8341125129723639,0.8526981925085444
48,47,session_816200189.mat,816200189,28,0.8561743458182991,0.844263861507556,0.8502191036629275
48,47,session_816200189.mat,816200189,29,0.8803661572485253,0.8242283400179317,0.8522972486332285
49,48,session_819186360.mat,819186360,1,0.9000293636901621,0.8392905845447601,0.8696599741174611
49,48,session_819186360.mat,819186360,2,0.9000101537873565,0.8417575886439888,0.8708838712156726
49,48,session_819186360.mat,819186360,3,0.8954216061518544,0.8465890481412061,0.8710053271465302
49,48,session_819186360.mat,819186360,4,0.8968229203856487,0.8367741060050989,0.8667985131953738
49,48,session_819186360.mat,819186360,5,0.8944230543146808,0.839265648892519,0.8668443516036
49,48,session_819186360.mat,819186360,6,0.896140312816088,0.833552804952678,0.864846558884383
49,48,session_819186360.mat,819186360,7,0.8914320210411519,0.8261517204316893,0.8587918707364206
49,48,session_819186360.mat,819186360,8,0.893771957008838,0.8338432686845557,0.8638076128466969
49,48,session_819186360.mat,819186360,9,0.8953408705581523,0.8276600841365803,0.8615004773473662
49,48,session_819186360.mat,819186360,10,0.8876840635507717,0.8253467108212664,0.856515387186019
49,48,session_819186360.mat,819186360,11,0.8914073447669038,0.8326058640997805,0.8620066044333421
49,48,session_819186360.mat,819186360,12,0.8859281965021402,0.8208100536042777,0.8533691250532089
49,48,session_819186360.mat,819186360,13,0.8906359161901453,0.828308322189157,0.859472119189651
49,48,session_819186360.mat,819186360,14,0.9002323284077183,0.8246752125802356,0.862453770493977
49,48,session_819186360.mat,819186360,15,0.8961305779697629,0.8218898130621632,0.859010195515963
49,48,session_819186360.mat,819186360,16,0.8935586137183125,0.8208008311001338,0.8571797224092231
49,48,session_819186360.mat,819186360,17,0.9015354252624547,0.8205404102535495,0.8610379177580021
49,48,session_819186360.mat,819186360,18,0.9034510651957856,0.8167213966261615,0.8600862309109736
49,48,session_819186360.mat,819186360,19,0.9060259903650251,0.8086513081872588,0.8573386492761419
