filename,session_id,n_units_pm,lag,blockA_mean,blockB_mean,mouse_mean,blockA_n_pairs,blockB_n_pairs
session_816200189.mat,816200189,76,3,0.986409958040751,0.9805290334207094,0.9834694957307302,27,27
session_816200189.mat,816200189,76,4,0.9854592592588557,0.9792048268338301,0.9823320430463429,26,26
session_816200189.mat,816200189,76,5,0.984820937699524,0.9766895339394053,0.9807552358194647,25,25
session_816200189.mat,816200189,76,6,0.9826662367076345,0.9748454801014935,0.978755858404564,24,24
session_816200189.mat,816200189,76,7,0.9833962866113527,0.9741836311318023,0.9787899588715775,23,23
session_816200189.mat,816200189,76,8,0.9834021864890456,0.9714889782469144,0.97744558236798,22,22
session_816200189.mat,816200189,76,9,0.9826730852353759,0.9708401641831728,0.9767566247092743,21,21
session_816200189.mat,816200189,76,10,0.9830393963657403,0.972265603267705,0.9776524998167226,20,20
session_816200189.mat,816200189,76,11,0.9838211448615802,0.9690024724759863,0.9764118086687832,19,19
session_816200189.mat,816200189,76,12,0.98276802952049,0.9671447111816348,0.9749563703510624,18,18
session_816200189.mat,816200189,76,13,0.9830284387750301,0.9634918815272814,0.9732601601511557,17,17
session_816200189.mat,816200189,76,14,0.9836594554285973,0.9648682066138694,0.9742638310212334,16,16
session_816200189.mat,816200189,76,15,0.9827993890753276,0.9663364021381021,0.9745678956067149,15,15
session_816200189.mat,816200189,76,16,0.9860475559411158,0.9670553798307305,0.9765514678859232,14,14
session_816200189.mat,816200189,76,17,0.9830424830176422,0.9672622217132633,0.9751523523654527,13,13
session_816200189.mat,816200189,76,18,0.9821315481933466,0.9686527871198614,0.975392167656604,12,12
session_816200189.mat,816200189,76,19,0.9831777296065023,0.9662749880188793,0.9747263588126909,11,11
session_816200189.mat,816200189,76,20,0.9803542649301413,0.9653990534126269,0.9728766591713841,10,10
session_816200189.mat,816200189,76,21,0.9804461121840026,0.9651880226635924,0.9728170674237975,9,9
session_816200189.mat,816200189,76,22,0.98056110601826,0.9612714034871693,0.9709162547527146,8,8
session_816200189.mat,816200189,76,23,0.9802279091010722,0.9534773516659973,0.9668526303835348,7,7
session_816200189.mat,816200189,76,24,0.9835210112550548,0.9528099691520219,0.9681654902035384,6,6
session_816200189.mat,816200189,76,25,0.9819635417520256,0.9558636725837341,0.9689136071678799,5,5
session_816200189.mat,816200189,76,26,0.9794958121581029,0.9544173313389339,0.9669565717485185,4,4
session_816200189.mat,816200189,76,27,0.9796922485154047,0.9657926551944523,0.9727424518549286,3,3
session_816200189.mat,816200189,76,28,0.9758860060423951,0.9659450423307641,0.9709155241865796,2,2
session_816200189.mat,816200189,76,29,0.9813913814170486,0.9596445310777767,0.9705179562474127,1,1
session_819186360.mat,819186360,20,1,0.9881005959868111,0.9865149777826012,0.9873077868847062,29,29
session_819186360.mat,819186360,20,2,0.9864263453491829,0.9815619198579852,0.9839941326035841,28,28
session_819186360.mat,819186360,20,3,0.9856352303385882,0.9805761214046131,0.9831056758716007,27,27
session_819186360.mat,819186360,20,4,0.9839263027840173,0.9776054883310283,0.9807658955575228,26,26
session_819186360.mat,819186360,20,5,0.9843581247555112,0.9766550086447222,0.9805065667001167,25,25
session_819186360.mat,819186360,20,6,0.9855423665623584,0.9740858108059331,0.9798140886841458,24,24
session_819186360.mat,819186360,20,7,0.9820006208865769,0.9719718353562558,0.9769862281214163,23,23
session_819186360.mat,819186360,20,8,0.9831466101754468,0.9756635968392261,0.9794051035073364,22,22
session_819186360.mat,819186360,20,9,0.9830913272258496,0.9720913252562889,0.9775913262410693,21,21
session_819186360.mat,819186360,20,10,0.9808380464843749,0.9671258379001856,0.9739819421922802,20,20
session_819186360.mat,819186360,20,11,0.984361592039508,0.9671248334131896,0.9757432127263488,19,19
session_819186360.mat,819186360,20,12,0.9804912360440459,0.9652276264441093,0.9728594312440776,18,18
session_819186360.mat,819186360,20,13,0.9816233467886486,0.9697535036235817,0.9756884252061151,17,17
session_819186360.mat,819186360,20,14,0.9843674166186231,0.9674908709209777,0.9759291437698004,16,16
session_819186360.mat,819186360,20,15,0.9846830708408834,0.9664221799262572,0.9755526253835702,15,15
session_819186360.mat,819186360,20,16,0.9842318222490541,0.9664448420403035,0.9753383321446788,14,14
session_819186360.mat,819186360,20,17,0.9873109555140298,0.9667869527804626,0.9770489541472462,13,13
session_819186360.mat,819186360,20,18,0.9867987484726517,0.9624378713163798,0.9746183098945158,12,12
session_819186360.mat,819186360,20,19,0.9894014555142046,0.9595489404868833,0.9744751980005439,11,11
session_819186360.mat,819186360,20,20,0.9883493422545827,0.9583428660468843,0.9733461041507335,10,10
session_819186360.mat,819186360,20,21,0.9888936767001538,0.955666634379409,0.9722801555397814,9,9
session_819186360.mat,819186360,20,22,0.9879808285152533,0.9502346616736759,0.9691077450944645,8,8
session_819186360.mat,819186360,20,23,0.986116427572381,0.9395337736856105,0.9628251006289958,7,7
session_819186360.mat,819186360,20,24,0.9829558129148189,0.9316269589306941,0.9572913859227565,6,6
session_819186360.mat,819186360,20,25,0.9822391876081333,0.9197829489991747,0.951011068303654,5,5
session_819186360.mat,819186360,20,26,0.9804775246604633,0.9060757264558794,0.9432766255581714,4,4
